İlan no,Son Güncelleme Tarihi,Konut Tipi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Tapu Durumu,Aidat,Takas,Cephe,Kira Getirisi,Yakıt Tipi,Ada No,Parsel No,Yetkili Ofis,city,district,price
138430-156,30-10-2024,Daire,3 + 1,120 m2 / 105 m2,En Üst Kat,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,,Hayır,Batı,,Doğalgaz,,,Evet,Ankara,Keçiören,2.690.000 TL
39672-9685,30-10-2024,Daire,3 + 1,100 m2 / 90 m2,Yüksek Giriş,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,"Güney, Batı",,Doğalgaz,,,Evet,Ankara,Keçiören,3.100.000 TL
94790-908,30-10-2024,Villa,5 + 1,332 m2 / 280 m2,,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,100 TL,Hayır,"Kuzey, Güney, Doğu, Batı",40.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,10.500.000 TL
113388-2743,30-10-2024,Daire,3 + 1,120 m2 / 110 m2,2. Kat,30 Yaşında,Kombi,7 Katlı,Uygun,,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,600 TL,Evet,Kuzey,17.000 TL,Doğalgaz,,,Evet,Ankara,Etimesgut,2.850.000 TL
85799-3037,30-10-2024,Daire,3 + 1,130 m2 / 120 m2,3. Kat,Sıfır Bina,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,"Güney, Doğu, Batı",,Doğalgaz,,,Evet,Ankara,Keçiören,3.200.000 TL
1955-7658,30-10-2024,Daire,6 + 1,240 m2 / 220 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,100 TL,Hayır,Batı,15.000 TL,Doğalgaz,,,Evet,Ankara,Keçiören,4.000.000 TL
88358-1242,30-10-2024,Daire,3 + 1,100 m2 / 90 m2,3. Kat,13 Yaşında,Doğalgaz Sobası,7 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Mülk Sahibi,Kat Mülkiyeti,150 TL,Evet,Kuzey,15.000 TL,Doğalgaz,36507,5,Evet,Ankara,Mamak,2.700.000 TL
43511-8175,30-10-2024,Daire,1 + 1,55 m2 / 45 m2,Ara Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,,1,,Sıfır,Boş,Kat İrtifakı,,Hayır,,25.000 TL,,,,Evet,Ankara,Çankaya,4.000.000 TL
14871-1477,30-10-2024,Daire,2 + 1,100 m2 / 90 m2,Bahçe Katı,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,Doğu,12.000 TL,,,,Evet,Ankara,Keçiören,1.600.000 TL
123227-575,30-10-2024,Daire,2 + 1,100 m2 / 90 m2,Ara Kat,35 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,,,13.000 TL,Doğalgaz,,,Evet,Ankara,Altındağ,2.400.000 TL
134545-211,30-10-2024,Daire,3 + 1,145 m2 / 115 m2,3. Kat,14 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,,100 TL,Evet,Güney,12.500 TL,Doğalgaz,,,Evet,Ankara,Mamak,2.500.000 TL
133298-493,30-10-2024,Daire,3 + 1,145 m2 / 135 m2,2. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,"Güney, Doğu",,Doğalgaz,,,Evet,Ankara,Keçiören,3.495.000 TL
139814-162,30-10-2024,Daire,5 + 1,360 m2 / 320 m2,Çatı Katı,11 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,600 TL,Evet,"Güney, Doğu, Batı",25.000 TL,Doğalgaz,,,Evet,Ankara,Keçiören,4.290.000 TL
31522-14525,30-10-2024,Daire,4 + 1,280 m2 / 250 m2,3. Kat,19 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,100 TL,Hayır,"Güney, Doğu, Batı",28.000 TL,Doğalgaz,,,Evet,Ankara,Keçiören,3.700.000 TL
69365-5218,30-10-2024,Daire,3 + 1,125 m2 / 115 m2,3. Kat,23 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,Betonarme,Boş,Kat Mülkiyeti,50 TL,Hayır,"Güney, Doğu",14.000 TL,Doğalgaz,,,,Ankara,Sincan,2.250.000 TL
140506-373,30-10-2024,Daire,2 + 1,110 m2 / 100 m2,Yüksek Giriş,4 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,,,Hayır,Güney,,Doğalgaz,,,Evet,Ankara,Pursaklar,2.850.000 TL
12890-6107,30-10-2024,Daire,4 + 1,175 m2 / 150 m2,1. Kat,14 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,200 TL,Hayır,"Güney, Doğu",10.000 TL,Doğalgaz,,,Evet,Ankara,Etimesgut,3.500.000 TL
2533-2603,30-10-2024,Daire,3 + 1,120 m2 / 110 m2,Ara Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,300 TL,Hayır,"Kuzey, Güney, Batı",50.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,8.350.000 TL
104775-5316,30-10-2024,Daire,3 + 1,120 m2 / 115 m2,2. Kat,17 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,"Kuzey, Güney, Doğu, Batı",17.000 TL,Doğalgaz,,,Evet,Ankara,Mamak,2.349.000 TL
129424-2269,30-10-2024,Daire,2 + 1,85 m2 / 75 m2,2. Kat,Sıfır Bina,Kombi,2 Katlı,Uygun,,2,Betonarme,Sıfır,Boş,Kat İrtifakı,,Hayır,Kuzey,25.000 TL,Doğalgaz,,,,Ankara,Gölbaşı,4.700.000 TL
130104-1565,30-10-2024,Daire,2 + 1,100 m2 / 90 m2,Bahçe Katı,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,"Güney, Doğu, Batı",,Doğalgaz,,,Evet,Ankara,Altındağ,1.480.000 TL
131987-2605,30-10-2024,Daire,4 + 1,210 m2 / 200 m2,3. Kat,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,,Evet,"Güney, Doğu",,Doğalgaz,,,Evet,Ankara,Yenimahalle,6.590.000 TL
142174-393,30-10-2024,Daire,3 + 1,145 m2 / 130 m2,5. Kat,12 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,250 TL,Evet,Batı,20.000 TL,Doğalgaz,,,Evet,Ankara,Yenimahalle,3.499.000 TL
92223-2428,30-10-2024,Daire,3 + 1,120 m2 / 110 m2,Kot 1,4 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,150 TL,Evet,"Güney, Doğu, Batı",15.000 TL,Doğalgaz,,,Evet,Ankara,Mamak,1.715.000 TL
149863-31,30-10-2024,Daire,2 + 1,100 m2 / 88 m2,Yüksek Giriş,Sıfır Bina,Kombi,4 Katlı,Uygun,,,Betonarme,,Boş,Kat İrtifakı,,Evet,Güney,,Doğalgaz,,,Evet,Ankara,Sincan,2.100.000 TL
121003-4041,30-10-2024,Daire,3 + 1,130 m2 / 120 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Mülk Sahibi,Kat Mülkiyeti,100 TL,Evet,"Güney, Batı",15.000 TL,Doğalgaz,,,Evet,Ankara,Keçiören,3.500.000 TL
1350-8515,30-10-2024,Daire,5 + 2,300 m2 / 290 m2,17. Kat,7 Yaşında,Merkezi,15 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Doğu,,Doğalgaz,,,Evet,Ankara,Pursaklar,6.150.000 TL
150695-46,30-10-2024,Daire,5 + 1,225 m2 / 198 m2,4. Kat,16 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Mülk Sahibi,Kat Mülkiyeti,150 TL,Hayır,"Kuzey, Güney",24.000 TL,Doğalgaz,,,Evet,Ankara,Keçiören,4.099.999 TL
64413-4315,30-10-2024,Daire,2 + 1,85 m2 / 80 m2,1. Kat,Sıfır Bina,Merkezi (Pay Ölçer),4 Katlı,Uygun,Eşyalı Değil,,Betonarme,Sıfır,Boş,Kat Mülkiyeti,100 TL,Hayır,"Güney, Doğu, Batı",45.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,7.250.000 TL
122493-2556,30-10-2024,Daire,4 + 1,230 m2 / 220 m2,5. Kat,4 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Tapu Yok,,Hayır,"Güney, Doğu",,Doğalgaz,,,Evet,Ankara,Keçiören,5.990.000 TL
90387-262,30-10-2024,Daire,7 + 1,300 m2 / 270 m2,3. Kat,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,100 TL,Evet,"Kuzey, Doğu, Batı",28.000 TL,Doğalgaz,,,Evet,Ankara,Pursaklar,4.000.000 TL
151723-30,30-10-2024,Daire,3 + 1,135 m2 / 130 m2,Yüksek Giriş,9 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,,Evet,Doğu,16.500 TL,Doğalgaz,21232,3,Evet,Ankara,Altındağ,2.350.000 TL
37563-4798,30-10-2024,Daire,2 + 1,120 m2 / 110 m2,Yüksek Giriş,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,,,Boş,Kat Mülkiyeti,300 TL,Hayır,"Güney, Doğu",,,,,,Ankara,Çankaya,4.500.000 TL
151077-122,30-10-2024,Daire,3 + 1,140 m2 / 130 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,,Hayır,"Güney, Doğu",,Doğalgaz,,,Evet,Ankara,Sincan,1.849.000 TL
144270-1476,30-10-2024,Daire,3 + 1,125 m2 / 120 m2,Ara Kat,20 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Tapu Yok,,Hayır,"Güney, Batı",,Doğalgaz,,,Evet,Ankara,Etimesgut,2.750.000 TL
131496-558,30-10-2024,Daire,3 + 1,130 m2 / 125 m2,3. Kat,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,,Evet,"Güney, Doğu, Batı",,,,,,Ankara,Pursaklar,3.050.000 TL
22114-7084,30-10-2024,Daire,4 + 1,160 m2 / 150 m2,6. Kat,15 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,1.800 TL,Hayır,"Kuzey, Güney, Batı",40.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,7.950.000 TL
130172-4581,30-10-2024,Daire,3 + 1,125 m2 / 115 m2,Yüksek Giriş,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,Betonarme,Mülk Sahibi,Kat Mülkiyeti,50 TL,Hayır,"Güney, Batı",16.000 TL,Doğalgaz,,,,Ankara,Sincan,2.399.000 TL
137758-831,30-10-2024,Daire,3 + 1,140 m2 / 130 m2,3. Kat,Sıfır Bina,Kombi,6 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,200 TL,Evet,"Güney, Doğu, Batı",,Doğalgaz,,,Evet,Ankara,Yenimahalle,3.590.000 TL
119882-6599,30-10-2024,Daire,3 + 1,145 m2 / 135 m2,3. Kat,14 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,,Hayır,"Güney, Doğu, Batı",,Doğalgaz,,,Evet,Ankara,Etimesgut,2.950.000 TL
35345-3141,30-10-2024,Daire,3 + 1,130 m2 / 120 m2,En Üst Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,Güney,,Doğalgaz,,,Evet,Ankara,Çankaya,9.500.000 TL
7464-7059,30-10-2024,Daire,1 + 1,68 m2 / 58 m2,3. Kat,38 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,,12.000 TL,Doğalgaz,,,Evet,Ankara,Altındağ,1.400.000 TL
29811-296,30-10-2024,Daire,3 + 1,170 m2 / 150 m2,3. Kat,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,,,Doğalgaz,,,Evet,Ankara,Polatlı,2.350.000 TL
113450-1154,30-10-2024,Daire,2 + 1,105 m2 / 85 m2,Kot 2,25 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,,Hayır,"Güney, Batı",12.000 TL,Doğalgaz,22522,5,Evet,Ankara,Altındağ,1.525.000 TL
121128-1367,30-10-2024,Daire,3 + 1,120 m2 / 115 m2,2. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,,Hayır,"Güney, Doğu, Batı",,Doğalgaz,,,Evet,Ankara,Mamak,2.050.000 TL
3584-28339,30-10-2024,Daire,3 + 1,120 m2 / 100 m2,4. Kat,35 Yaşında,Merkezi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,Kat Mülkiyeti,,,"Güney, Doğu",30.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,5.400.000 TL
6664-1930,30-10-2024,Daire,3 + 1,140 m2 / 130 m2,3. Kat,7 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,200 TL,Hayır,"Kuzey, Doğu",27.000 TL,Doğalgaz,,,Evet,Ankara,Mamak,3.350.000 TL
1124-5940,30-10-2024,Daire,3 + 1,150 m2 / 140 m2,2. Kat,40 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,,Hayır,"Kuzey, Doğu, Batı",40.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,8.000.000 TL
70164-1127,30-10-2024,Daire,3 + 1,110 m2 / 100 m2,Kot 1,30 Yaşında,Merkezi,3 Katlı,Uygun,,2,,,Kiracılı,Kat Mülkiyeti,,,Kuzey,,,,,,Ankara,Çankaya,2.650.000 TL
10249-4331,30-10-2024,Daire,3 + 1,115 m2 / 100 m2,Giriş Katı,12 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,"Güney, Doğu",,Doğalgaz,,,Evet,Ankara,Çankaya,3.050.000 TL
16362-658,30-10-2024,Daire,3 + 1,120 m2 / 110 m2,2. Kat,40 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,1.500 TL,Hayır,"Güney, Batı",30.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,4.650.000 TL
115614-1945,30-10-2024,Daire,3 + 1,125 m2 / 120 m2,2. Kat,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Evet,Güney,,Doğalgaz,,,,Ankara,Keçiören,1.819.000 TL
4068-3042,30-10-2024,Daire,4 + 1,180 m2 / 160 m2,16. Kat,Sıfır Bina,Merkezi (Pay Ölçer),30 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Yapım Aşamasında,Boş,Kat İrtifakı,,Evet,"Kuzey, Güney, Doğu, Batı",,Doğalgaz,,,Evet,Ankara,Çankaya,14.500.000 TL
40002-4381,30-10-2024,Daire,3 + 1,100 m2 / 85 m2,2. Kat,44 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Kiracılı,Kat Mülkiyeti,120 TL,,"Kuzey, Doğu",,,,,Evet,Ankara,Çankaya,2.750.000 TL
112578-204,30-10-2024,Daire,2 + 1,120 m2 / 95 m2,Giriş Katı,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,100 TL,Hayır,"Güney, Doğu, Batı",25.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,2.800.000 TL
16052-50,30-10-2024,Daire,4 + 1,175 m2 / 170 m2,9. Kat,25 Yaşında,Merkezi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,1.500 TL,Hayır,"Güney, Doğu",30.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,12.000.000 TL
112435-4515,30-10-2024,Daire,2 + 1,112 m2 / 78 m2,11. Kat,Sıfır Bina,Kombi,11 Katlı,Uygun değil,Eşyalı Değil,2,,Yapım Aşamasında,Boş,Kat İrtifakı,,Evet,,,Doğalgaz,,,Evet,Ankara,Etimesgut,4.185.000 TL
56045-5558,30-10-2024,Daire,3 + 1,130 m2 / 120 m2,1. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,"Güney, Doğu",,Doğalgaz,,,Evet,Ankara,Keçiören,3.450.000 TL
14072-13230,30-10-2024,Daire,2 + 1,110 m2 / 100 m2,Bahçe Katı,28 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,,Hayır,"Güney, Batı",20.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,2.675.000 TL
128501-1277,30-10-2024,Daire,1 + 1,65 m2 / 60 m2,3. Kat,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,50 TL,Hayır,"Güney, Doğu",,,,,,Ankara,Mamak,869.000 TL
25673-7134,30-10-2024,Daire,1 + 1,55 m2 / 50 m2,Zemin,12 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,50 TL,Hayır,Batı,5.000 TL,Doğalgaz,,,Evet,Ankara,Mamak,825.000 TL
16354-25983,24-10-2024,Daire,3 + 1,145 m2 / 130 m2,2. Kat,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,"Güney, Batı",,Doğalgaz,,,Evet,Ankara,Keçiören,3.600.000 TL
16407-11430,30-10-2024,Daire,4 + 1,200 m2 / 170 m2,3. Kat,16 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,"Kuzey, Güney, Doğu",100 TL,Doğalgaz,,,Evet,Ankara,Etimesgut,2.660.000 TL
4459-1923,30-10-2024,Daire,2 + 1,120 m2 / 100 m2,En Üst Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,,,"Güney, Doğu, Batı",,Doğalgaz,,,Evet,Ankara,Çankaya,9.000.000 TL
27333-411,30-10-2024,Daire,3 + 1,145 m2 / 135 m2,Kot 1,18 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,,Kat Mülkiyeti,250 TL,Hayır,"Güney, Doğu",,Doğalgaz,,,Evet,Ankara,Çankaya,3.995.000 TL
70180-4063,30-10-2024,Daire,3 + 1,135 m2 / 130 m2,11. Kat,2 Yaşında,Kombi,30 Katlı,Uygun,,2,Betonarme,,Boş,Kat Mülkiyeti,,Hayır,,60.000 TL,,,,,Ankara,Çankaya,10.250.000 TL
5554-5057,30-10-2024,Daire,4 + 1,250 m2 / 220 m2,1. Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,1.000 TL,Hayır,"Kuzey, Doğu",50.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,10.000.000 TL
114754-1732,30-10-2024,Daire,3 + 1,155 m2 / 135 m2,2. Kat,5 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,,,Boş,Kat Mülkiyeti,,Hayır,"Kuzey, Doğu",,,,,,Ankara,Yenimahalle,3.650.000 TL
10557-3563,30-10-2024,Daire,3 + 1,145 m2 / 130 m2,1. Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,250 TL,Hayır,Batı,20.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,4.500.000 TL
126490-1614,30-10-2024,Daire,3 + 0,120 m2 / 109 m2,Ara Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,50 TL,Hayır,"Kuzey, Batı",,Doğalgaz,,,,Ankara,Sincan,1.795.000 TL
95979-1555,30-10-2024,Daire,3 + 1,125 m2 / 120 m2,Ara Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,"Kuzey, Güney, Doğu",17.000 TL,Doğalgaz,,,Evet,Ankara,Etimesgut,2.800.000 TL
42882-1266,30-10-2024,Daire,3 + 1,120 m2 / 100 m2,Yüksek Giriş,39 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Evet,Batı,10.000 TL,Doğalgaz,,,Evet,Ankara,Polatlı,1.600.000 TL
28851-16100,30-10-2024,Daire,3 + 1,105 m2 / 95 m2,Yüksek Giriş,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,100 TL,Hayır,"Güney, Batı",10.000 TL,Doğalgaz,,,Evet,Ankara,Etimesgut,1.895.000 TL
97955-379,30-10-2024,Daire,3 + 1,150 m2 / 120 m2,Yüksek Giriş,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,,,Boş,Kat Mülkiyeti,100 TL,Evet,Doğu,,,,,,Ankara,Altındağ,2.000.000 TL
35755-397,30-10-2024,Daire,2 + 1,75 m2 / 70 m2,3. Kat,28 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Belirtilmemiş,Kat Mülkiyeti,,Hayır,,,Doğalgaz,,,,Ankara,Keçiören,1.850.000 TL
130606-206,30-10-2024,Daire,2 + 1,110 m2 / 100 m2,3. Kat,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Kiracılı,Kat Mülkiyeti,800 TL,Hayır,"Güney, Batı",,,,,,Ankara,Altındağ,2.100.000 TL
13673-335,30-10-2024,Müstakil Ev,3 + 1,130 m2 / 100 m2,Bahçe Katı,31 Yaşında,Kombi,2 Katlı,Uygun değil,Eşyalı Değil,1,,,Kiracılı,Kat Mülkiyeti,,Hayır,"Doğu, Batı",,,,,,Ankara,Yenimahalle,3.350.000 TL
78598-34,30-10-2024,Daire,2 + 1,105 m2 / 95 m2,2. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,,Evet,"Doğu, Batı",,,,,,Ankara,Akyurt,1.850.000 TL
88053-5455,30-10-2024,Daire,2 + 1,85 m2 / 80 m2,Yüksek Giriş,30 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,200 TL,Hayır,"Güney, Batı",13.000 TL,Doğalgaz,,,,Ankara,Çankaya,2.900.000 TL
120327-496,30-10-2024,Daire,2 + 1,120 m2 / 110 m2,7. Kat,7 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,,Güney,,Doğalgaz,,,Evet,Ankara,Mamak,2.300.000 TL
86604-6275,30-10-2024,Daire,3 + 1,137 m2 / 120 m2,5. Kat,12 Yaşında,Merkezi (Pay Ölçer),6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,830 TL,Hayır,Güney,,Doğalgaz,,,Evet,Ankara,Etimesgut,2.500.000 TL
122878-1114,30-10-2024,Daire,3 + 1,120 m2 / 115 m2,Giriş Katı,26 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,150 TL,Hayır,"Güney, Doğu",,,,,,Ankara,Çankaya,3.570.000 TL
37695-6497,30-10-2024,Daire,6 + 2,300 m2 / 270 m2,3. Kat,17 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,,İkinci El,Boş,Kat Mülkiyeti,,Hayır,"Kuzey, Güney",,Doğalgaz,,,Evet,Ankara,Yenimahalle,4.200.000 TL
78842-144,30-10-2024,Villa,5 + 2,450 m2 / 350 m2,,Sıfır Bina,Yerden Isıtma,4 Katlı,Uygun,,4,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,,,Doğalgaz,139,7,Evet,Ankara,Çankaya,15.500.000 TL
116195-188,30-10-2024,Daire,2 + 1,100 m2 / 90 m2,Bahçe Katı,11 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,100 TL,Evet,Doğu,,,,,,Ankara,Etimesgut,1.480.000 TL
141439-81,30-10-2024,Daire,4 + 1,250 m2 / 223 m2,16. Kat,2 Yaşında,Merkezi (Pay Ölçer),24 Katlı,Uygun değil,Eşyalı Değil,3,,,Boş,,,Hayır,Güney,,,,,,Ankara,Keçiören,7.750.000 TL
